timestamp,rr,sr,cnt,mrt,tc
1611849720,100.0,100.0,50,240.26,ServiceTest3
1611849720,100.0,100.0,57,314.26,ServiceTest5
1611849720,100.0,100.0,81,180.85,ServiceTest1
1611849720,100.0,100.0,58,152.95,ServiceTest10
1611849720,100.0,100.0,56,202.0,ServiceTest9
1611849720,100.0,100.0,59,239.71,ServiceTest8
1611849720,100.0,100.0,59,166.36,ServiceTest2
1611849720,100.0,100.0,42,1206.0,ServiceTest4
1611849720,100.0,100.0,72,223.17,ServiceTest11
1611849720,100.0,100.0,66,411.06,ServiceTest7
1611849720,100.0,100.0,56,323.79,ServiceTest6
1611849780,100.0,100.0,64,387.48,ServiceTest7
1611849780,100.0,100.0,72,196.96,ServiceTest1
1611849780,100.0,100.0,63,203.67,ServiceTest5
1611849780,100.0,100.0,71,265.61,ServiceTest11
1611849780,100.0,100.0,51,198.69,ServiceTest10
1611849780,100.0,100.0,71,274.62,ServiceTest6
1611849780,100.0,100.0,51,321.76,ServiceTest2
1611849780,100.0,100.0,49,946.35,ServiceTest4
1611849780,100.0,100.0,57,293.05,ServiceTest3
1611849780,100.0,100.0,52,148.21,ServiceTest9
1611849780,100.0,100.0,61,238.72,ServiceTest8
1611849840,100.0,100.0,65,376.94,ServiceTest11
1611849840,100.0,100.0,65,271.72,ServiceTest3
1611849840,100.0,100.0,62,265.48,ServiceTest1
1611849840,100.0,100.0,57,349.26,ServiceTest7
1611849840,100.0,100.0,72,283.33,ServiceTest2
1611849840,100.0,100.0,45,737.47,ServiceTest4
1611849840,100.0,100.0,59,191.75,ServiceTest5
1611849840,100.0,100.0,54,247.72,ServiceTest10
1611849840,100.0,100.0,65,263.98,ServiceTest8
1611849840,100.0,100.0,62,272.84,ServiceTest6
1611849840,100.0,100.0,50,209.96,ServiceTest9
1611849900,100.0,100.0,88,184.0,ServiceTest2
1611849900,100.0,100.0,78,177.97,ServiceTest1
1611849900,100.0,100.0,65,277.2,ServiceTest9
1611849900,100.0,100.0,59,318.46,ServiceTest5
1611849900,100.0,100.0,71,261.1,ServiceTest3
1611849900,100.0,100.0,79,284.86,ServiceTest11
1611849900,100.0,100.0,59,350.36,ServiceTest6
1611849900,100.0,100.0,61,281.46,ServiceTest10
1611849900,100.0,100.0,60,266.3,ServiceTest8
1611849900,100.0,100.0,36,727.0,ServiceTest4
1611849900,100.0,100.0,48,403.5,ServiceTest7
1611849960,100.0,100.0,75,301.93,ServiceTest3
1611849960,100.0,100.0,84,297.02,ServiceTest9
1611849960,100.0,100.0,62,229.5,ServiceTest1
1611849960,100.0,100.0,81,285.89,ServiceTest11
1611849960,100.0,100.0,59,424.46,ServiceTest7
1611849960,100.0,100.0,76,241.95,ServiceTest8
1611849960,100.0,100.0,62,171.21,ServiceTest5
1611849960,100.0,100.0,64,381.06,ServiceTest6
1611849960,100.0,100.0,90,315.93,ServiceTest2
1611849960,100.0,100.0,68,960.68,ServiceTest4
1611849960,100.0,100.0,60,218.95,ServiceTest10
1611850020,100.0,100.0,86,209.14,ServiceTest8
1611850020,100.0,100.0,94,209.5,ServiceTest9
1611850020,100.0,100.0,53,303.23,ServiceTest1
1611850020,100.0,100.0,78,366.19,ServiceTest11
1611850020,100.0,100.0,71,452.54,ServiceTest7
1611850020,100.0,100.0,59,1113.47,ServiceTest4
1611850020,100.0,100.0,75,248.07,ServiceTest5
1611850020,100.0,100.0,64,275.66,ServiceTest3
1611850020,100.0,100.0,75,270.2,ServiceTest2
1611850020,100.0,100.0,80,274.44,ServiceTest10
1611850020,100.0,100.0,59,389.34,ServiceTest6
1611850080,100.0,100.0,86,350.07,ServiceTest8
1611850080,100.0,100.0,58,303.5,ServiceTest11
1611850080,100.0,100.0,82,246.56,ServiceTest10
1611850080,100.0,100.0,83,402.23,ServiceTest7
1611850080,100.0,100.0,75,228.87,ServiceTest5
1611850080,100.0,100.0,53,1050.6,ServiceTest4
1611850080,100.0,100.0,56,168.77,ServiceTest1
1611850080,100.0,100.0,58,257.97,ServiceTest3
1611850080,100.0,100.0,77,276.22,ServiceTest2
1611850080,100.0,100.0,86,291.33,ServiceTest9
1611850080,100.0,100.0,57,440.32,ServiceTest6
1611850140,100.0,100.0,72,271.56,ServiceTest7
1611850140,100.0,100.0,54,988.37,ServiceTest4
1611850140,100.0,100.0,81,259.99,ServiceTest11
1611850140,100.0,100.0,57,262.11,ServiceTest3
1611850140,100.0,100.0,48,538.42,ServiceTest6
1611850140,100.0,100.0,72,240.58,ServiceTest10
1611850140,100.0,100.0,61,225.0,ServiceTest1
1611850140,100.0,100.0,80,302.1,ServiceTest8
1611850140,100.0,100.0,84,289.38,ServiceTest2
1611850140,100.0,100.0,59,372.32,ServiceTest5
1611850140,100.0,100.0,89,245.78,ServiceTest9
1611850200,100.0,100.0,78,276.04,ServiceTest6
1611850200,100.0,100.0,74,361.92,ServiceTest2
1611850200,100.0,100.0,70,171.01,ServiceTest1
1611850200,100.0,100.0,60,249.2,ServiceTest8
1611850200,100.0,100.0,37,961.78,ServiceTest4
1611850200,100.0,100.0,83,354.61,ServiceTest10
1611850200,100.0,100.0,72,429.29,ServiceTest7
1611850200,100.0,100.0,98,243.51,ServiceTest11
1611850200,100.0,100.0,71,242.54,ServiceTest9
1611850200,100.0,100.0,61,206.02,ServiceTest3
1611850200,100.0,100.0,68,208.82,ServiceTest5
1611850260,100.0,100.0,53,296.49,ServiceTest8
1611850260,100.0,100.0,80,234.93,ServiceTest9
1611850260,100.0,100.0,65,391.11,ServiceTest2
1611850260,100.0,100.0,60,269.57,ServiceTest5
1611850260,100.0,100.0,80,395.18,ServiceTest6
1611850260,100.0,100.0,80,348.88,ServiceTest7
1611850260,100.0,100.0,75,230.49,ServiceTest3
1611850260,100.0,100.0,104,220.73,ServiceTest11
1611850260,100.0,100.0,69,143.42,ServiceTest1
1611850260,100.0,100.0,72,372.92,ServiceTest10
1611850260,100.0,100.0,48,1389.19,ServiceTest4
1611850320,100.0,100.0,87,244.4,ServiceTest3
1611850320,100.0,100.0,72,260.08,ServiceTest9
1611850320,100.0,100.0,67,136.12,ServiceTest1
1611850320,100.0,100.0,59,293.56,ServiceTest7
1611850320,100.0,100.0,86,288.23,ServiceTest11
1611850320,100.0,100.0,64,249.66,ServiceTest10
1611850320,100.0,100.0,54,373.22,ServiceTest5
1611850320,100.0,100.0,70,269.29,ServiceTest2
1611850320,100.0,100.0,71,853.62,ServiceTest4
1611850320,100.0,100.0,72,415.88,ServiceTest6
1611850320,100.0,100.0,57,316.63,ServiceTest8
1611850380,100.0,100.0,73,275.59,ServiceTest6
1611850380,100.0,100.0,53,271.72,ServiceTest1
1611850380,100.0,100.0,54,207.26,ServiceTest5
1611850380,100.0,100.0,80,199.12,ServiceTest10
1611850380,100.0,100.0,70,258.06,ServiceTest3
1611850380,100.0,100.0,73,285.66,ServiceTest2
1611850380,100.0,100.0,75,296.13,ServiceTest7
1611850380,100.0,100.0,56,829.36,ServiceTest4
1611850380,100.0,100.0,58,376.57,ServiceTest8
1611850380,100.0,100.0,81,308.99,ServiceTest11
1611850380,100.0,100.0,60,180.18,ServiceTest9
1611850440,100.0,100.0,86,264.63,ServiceTest8
1611850440,100.0,100.0,84,385.18,ServiceTest7
1611850440,100.0,100.0,65,167.82,ServiceTest5
1611850440,100.0,100.0,84,300.38,ServiceTest11
1611850440,100.0,100.0,62,484.65,ServiceTest6
1611850440,100.0,100.0,88,247.57,ServiceTest9
1611850440,100.0,100.0,54,144.89,ServiceTest1
1611850440,100.0,100.0,66,220.0,ServiceTest2
1611850440,100.0,100.0,57,395.21,ServiceTest3
1611850440,100.0,100.0,51,877.61,ServiceTest4
1611850440,100.0,100.0,66,247.95,ServiceTest10
